freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.792e+02,4.580e+01,1.178e+01,4.367e+02
1.5,2.190e+02,3.811e+01,2.982e+01,2.869e+02
3.0,1.796e+01,1.565e+01,2.989e+01,6.350e+01
4.5,2.546e+02,1.779e+01,2.926e+01,3.016e+02
6.0,1.049e+03,1.751e+01,3.020e+01,1.097e+03
7.5,1.742e+03,1.727e+01,2.845e+01,1.788e+03
9.0,2.500e+03,1.712e+01,3.095e+01,2.548e+03
10.5,3.487e+03,1.797e+01,3.043e+01,3.535e+03
12.0,4.734e+03,2.068e+01,2.883e+01,4.783e+03
13.6,6.207e+03,2.445e+01,2.936e+01,6.261e+03
15.1,8.036e+03,2.726e+01,3.021e+01,8.093e+03
16.6,1.033e+04,3.213e+01,3.254e+01,1.039e+04
18.1,1.307e+04,3.240e+01,3.576e+01,1.314e+04
19.6,1.672e+04,3.202e+01,4.119e+01,1.679e+04
21.1,2.098e+04,2.932e+01,4.082e+01,2.105e+04
22.6,2.367e+04,2.281e+01,4.733e+01,2.374e+04
24.1,2.307e+04,1.945e+01,6.227e+01,2.315e+04
25.6,2.192e+04,2.066e+01,7.630e+01,2.202e+04
27.1,2.297e+04,2.384e+01,8.191e+01,2.307e+04
28.6,2.649e+04,2.589e+01,6.726e+01,2.659e+04
30.1,3.140e+04,4.467e+01,9.922e+01,3.154e+04
31.6,3.720e+04,2.036e+02,2.453e+02,3.765e+04
33.1,4.287e+04,6.737e+02,5.925e+02,4.414e+04
34.6,4.768e+04,1.222e+03,8.920e+02,4.980e+04
36.1,5.536e+04,1.854e+03,1.175e+03,5.838e+04
37.7,6.516e+04,2.697e+03,1.738e+03,6.959e+04
39.2,7.722e+04,3.925e+03,2.718e+03,8.387e+04
40.7,8.955e+04,5.726e+03,4.152e+03,9.943e+04
42.2,1.054e+05,8.163e+03,6.844e+03,1.204e+05
43.7,1.212e+05,9.635e+03,1.011e+04,1.410e+05
45.2,1.333e+05,9.018e+03,1.141e+04,1.537e+05
46.7,1.550e+05,7.812e+03,1.193e+04,1.748e+05
48.2,1.870e+05,7.215e+03,1.061e+04,2.048e+05
49.7,2.315e+05,8.043e+03,7.535e+03,2.470e+05
51.2,3.036e+05,9.290e+03,4.682e+03,3.176e+05
52.7,4.095e+05,1.032e+04,2.496e+03,4.223e+05
54.2,5.491e+05,1.171e+04,1.178e+03,5.620e+05
55.7,7.409e+05,1.553e+04,7.769e+02,7.572e+05
57.2,9.344e+05,2.219e+04,1.404e+03,9.580e+05
58.7,9.686e+05,2.754e+04,2.682e+03,9.988e+05
60.2,8.956e+05,3.093e+04,3.894e+03,9.304e+05
61.7,8.544e+05,3.429e+04,5.093e+03,8.938e+05
63.3,9.177e+05,4.447e+04,6.911e+03,9.691e+05
64.8,9.546e+05,6.137e+04,8.954e+03,1.025e+06
66.3,9.206e+05,7.847e+04,1.048e+04,1.010e+06
67.8,8.519e+05,9.428e+04,1.103e+04,9.572e+05
69.3,7.456e+05,1.086e+05,1.002e+04,8.642e+05
70.8,5.952e+05,1.147e+05,9.279e+03,7.192e+05
72.3,4.731e+05,1.272e+05,1.498e+04,6.152e+05
73.8,4.612e+05,1.703e+05,2.299e+04,6.544e+05
75.3,4.509e+05,2.160e+05,2.087e+04,6.878e+05
76.8,4.263e+05,2.296e+05,1.352e+04,6.694e+05
78.3,3.906e+05,2.196e+05,8.037e+03,6.182e+05
79.8,3.525e+05,2.021e+05,4.685e+03,5.593e+05
81.3,3.002e+05,1.756e+05,2.820e+03,4.786e+05
82.8,2.443e+05,1.447e+05,2.407e+03,3.914e+05
84.3,1.843e+05,1.107e+05,3.222e+03,2.982e+05
85.8,1.339e+05,9.276e+04,5.242e+03,2.319e+05
87.3,9.122e+04,8.529e+04,7.746e+03,1.843e+05
88.9,5.574e+04,9.005e+04,9.872e+03,1.557e+05
90.4,3.131e+04,1.002e+05,1.072e+04,1.422e+05
91.9,1.784e+04,9.748e+04,1.013e+04,1.254e+05
93.4,9.815e+03,9.247e+04,9.750e+03,1.120e+05
94.9,5.349e+03,8.670e+04,8.999e+03,1.010e+05
96.4,3.635e+03,7.349e+04,7.639e+03,8.477e+04
97.9,3.399e+03,5.792e+04,6.058e+03,6.738e+04
99.4,3.479e+03,4.706e+04,4.731e+03,5.527e+04
100.9,3.235e+03,4.207e+04,5.972e+03,5.128e+04
102.4,1.980e+03,3.630e+04,7.091e+03,4.537e+04
103.9,1.281e+03,3.221e+04,6.279e+03,3.977e+04
105.4,1.267e+03,2.819e+04,5.617e+03,3.508e+04
106.9,1.493e+03,2.339e+04,5.500e+03,3.038e+04
108.4,2.120e+03,1.872e+04,5.711e+03,2.655e+04
109.9,3.533e+03,1.743e+04,6.030e+03,2.699e+04
111.4,5.771e+03,1.674e+04,5.907e+03,2.842e+04
113.0,9.046e+03,1.392e+04,6.139e+03,2.911e+04
114.5,1.481e+04,1.257e+04,6.756e+03,3.414e+04
116.0,2.320e+04,1.093e+04,7.816e+03,4.194e+04
117.5,3.251e+04,9.286e+03,8.966e+03,5.076e+04
119.0,4.388e+04,8.126e+03,1.048e+04,6.248e+04
120.5,5.829e+04,7.372e+03,1.236e+04,7.802e+04
122.0,7.390e+04,5.783e+03,1.443e+04,9.411e+04
123.5,9.265e+04,4.422e+03,1.651e+04,1.136e+05
125.0,1.192e+05,3.556e+03,1.926e+04,1.421e+05
126.5,1.490e+05,3.112e+03,2.165e+04,1.737e+05
128.0,1.400e+05,3.374e+03,2.051e+04,1.639e+05
129.5,9.565e+04,3.579e+03,1.693e+04,1.162e+05
131.0,8.517e+04,4.136e+03,1.734e+04,1.066e+05
132.5,7.240e+04,3.631e+03,1.506e+04,9.109e+04
134.0,2.129e+04,1.005e+03,4.893e+03,2.719e+04
135.5,1.238e+04,3.145e+02,3.169e+03,1.587e+04
137.0,1.670e+04,1.701e+02,3.966e+03,2.083e+04
138.6,2.174e+04,1.240e+02,4.830e+03,2.670e+04
140.1,2.823e+04,1.735e+02,5.852e+03,3.426e+04
141.6,3.649e+04,2.700e+02,7.033e+03,4.380e+04
143.1,4.666e+04,4.052e+02,8.502e+03,5.556e+04
144.6,5.598e+04,5.510e+02,9.991e+03,6.652e+04
146.1,7.021e+04,6.150e+02,1.229e+04,8.311e+04
147.6,9.615e+04,6.761e+02,1.589e+04,1.127e+05
149.1,1.117e+05,6.884e+02,1.737e+04,1.298e+05
150.6,1.133e+05,6.948e+02,1.672e+04,1.307e+05
152.1,1.097e+05,6.791e+02,1.599e+04,1.264e+05
153.6,1.027e+05,6.239e+02,1.511e+04,1.184e+05
155.1,9.348e+04,5.630e+02,1.348e+04,1.075e+05
156.6,8.898e+04,4.968e+02,1.210e+04,1.016e+05
158.1,8.326e+04,3.895e+02,1.075e+04,9.440e+04
159.6,7.670e+04,3.115e+02,9.357e+03,8.637e+04
161.1,7.171e+04,2.707e+02,8.060e+03,8.004e+04
162.6,7.083e+04,2.754e+02,7.265e+03,7.837e+04
164.2,7.452e+04,2.734e+02,7.098e+03,8.189e+04
165.7,7.980e+04,3.023e+02,6.838e+03,8.694e+04
167.2,7.756e+04,3.183e+02,6.046e+03,8.392e+04
168.7,8.401e+04,3.963e+02,6.147e+03,9.056e+04
170.2,8.339e+04,3.947e+02,5.607e+03,8.939e+04
171.7,7.662e+04,3.307e+02,4.647e+03,8.160e+04
173.2,7.097e+04,2.860e+02,3.920e+03,7.517e+04
174.7,6.266e+04,2.288e+02,3.220e+03,6.611e+04
176.2,5.581e+04,1.976e+02,2.720e+03,5.873e+04
177.7,5.427e+04,1.839e+02,2.668e+03,5.712e+04
179.2,5.369e+04,1.783e+02,2.721e+03,5.659e+04
180.7,5.200e+04,1.789e+02,2.684e+03,5.487e+04
182.2,5.390e+04,1.956e+02,2.817e+03,5.691e+04
183.7,5.533e+04,2.351e+02,2.900e+03,5.846e+04
185.2,6.240e+04,2.425e+02,3.335e+03,6.598e+04
186.7,7.883e+04,2.514e+02,4.271e+03,8.335e+04
188.3,7.173e+04,1.958e+02,3.688e+03,7.562e+04
189.8,5.910e+04,1.584e+02,2.834e+03,6.209e+04
191.3,4.594e+04,1.308e+02,2.052e+03,4.812e+04
192.8,3.607e+04,1.146e+02,1.503e+03,3.768e+04
194.3,2.902e+04,1.061e+02,1.219e+03,3.034e+04
195.8,2.560e+04,1.096e+02,1.090e+03,2.680e+04
197.3,2.396e+04,1.233e+02,1.205e+03,2.529e+04
198.8,2.631e+04,1.579e+02,1.538e+03,2.800e+04
