freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.810e+02,1.095e+01,1.713e+01,3.090e+02
1.5,1.738e+02,2.414e+01,4.137e+01,2.393e+02
3.0,2.781e+01,2.399e+01,4.457e+01,9.638e+01
4.5,2.575e+02,2.303e+01,4.589e+01,3.264e+02
6.0,1.012e+03,2.324e+01,4.261e+01,1.078e+03
7.6,1.727e+03,2.512e+01,4.105e+01,1.794e+03
9.1,2.464e+03,2.512e+01,4.132e+01,2.530e+03
10.6,3.401e+03,2.669e+01,4.682e+01,3.474e+03
12.1,4.492e+03,2.781e+01,4.593e+01,4.566e+03
13.6,5.795e+03,2.979e+01,3.966e+01,5.864e+03
15.1,7.410e+03,3.394e+01,4.894e+01,7.493e+03
16.6,9.382e+03,3.315e+01,5.759e+01,9.473e+03
18.1,1.162e+04,3.843e+01,6.405e+01,1.172e+04
19.7,1.435e+04,3.769e+01,5.751e+01,1.444e+04
21.2,1.768e+04,3.655e+01,6.212e+01,1.778e+04
22.7,2.066e+04,3.141e+01,6.457e+01,2.076e+04
24.2,2.225e+04,3.161e+01,7.039e+01,2.235e+04
25.7,2.235e+04,3.414e+01,7.913e+01,2.247e+04
27.2,2.222e+04,4.304e+01,7.003e+01,2.233e+04
28.7,2.448e+04,4.777e+01,5.802e+01,2.458e+04
30.2,2.833e+04,4.668e+01,6.563e+01,2.845e+04
31.7,3.353e+04,4.088e+01,7.515e+01,3.364e+04
33.3,3.983e+04,4.102e+01,9.258e+01,3.996e+04
34.8,4.521e+04,5.846e+01,1.464e+02,4.542e+04
36.3,5.198e+04,1.207e+02,3.247e+02,5.243e+04
37.8,6.025e+04,3.258e+02,8.402e+02,6.141e+04
39.3,7.017e+04,6.133e+02,1.619e+03,7.241e+04
40.8,8.141e+04,8.652e+02,2.432e+03,8.471e+04
42.3,9.779e+04,1.188e+03,3.572e+03,1.026e+05
43.8,1.169e+05,1.616e+03,5.118e+03,1.237e+05
45.4,1.371e+05,2.266e+03,7.199e+03,1.466e+05
46.9,1.635e+05,3.248e+03,1.137e+04,1.781e+05
48.4,1.915e+05,4.290e+03,1.732e+04,2.131e+05
49.9,2.249e+05,4.887e+03,2.170e+04,2.515e+05
51.4,2.807e+05,5.282e+03,2.273e+04,3.087e+05
52.9,3.597e+05,5.325e+03,2.261e+04,3.877e+05
54.4,4.694e+05,5.156e+03,2.075e+04,4.953e+05
55.9,6.144e+05,5.680e+03,1.306e+04,6.331e+05
57.4,7.255e+05,6.851e+03,6.396e+03,7.387e+05
59.0,6.980e+05,7.177e+03,5.954e+03,7.112e+05
60.5,5.756e+05,6.660e+03,4.802e+03,5.870e+05
62.0,4.507e+05,5.545e+03,3.684e+03,4.599e+05
63.5,4.294e+05,4.974e+03,5.725e+03,4.401e+05
65.0,4.659e+05,5.265e+03,1.003e+04,4.812e+05
66.5,4.645e+05,5.321e+03,1.174e+04,4.816e+05
68.0,4.261e+05,5.503e+03,1.137e+04,4.430e+05
69.5,3.738e+05,6.246e+03,1.050e+04,3.906e+05
71.0,3.072e+05,6.971e+03,8.626e+03,3.228e+05
72.6,2.386e+05,8.120e+03,7.710e+03,2.544e+05
74.1,1.966e+05,8.737e+03,1.486e+04,2.202e+05
75.6,1.884e+05,9.601e+03,2.535e+04,2.234e+05
77.1,1.820e+05,1.291e+04,2.603e+04,2.209e+05
78.6,1.679e+05,1.635e+04,2.245e+04,2.067e+05
80.1,1.461e+05,1.794e+04,2.086e+04,1.849e+05
81.6,1.214e+05,1.861e+04,1.992e+04,1.599e+05
83.1,9.727e+04,1.860e+04,1.841e+04,1.343e+05
84.7,7.717e+04,1.663e+04,1.586e+04,1.097e+05
86.2,6.423e+04,1.444e+04,1.366e+04,9.233e+04
87.7,5.599e+04,1.451e+04,1.148e+04,8.198e+04
89.2,5.282e+04,2.023e+04,1.371e+04,8.675e+04
90.7,4.929e+04,2.894e+04,2.129e+04,9.952e+04
92.2,4.537e+04,3.180e+04,2.125e+04,9.842e+04
93.7,3.967e+04,2.898e+04,1.685e+04,8.550e+04
95.2,3.496e+04,2.609e+04,1.266e+04,7.372e+04
96.7,3.337e+04,3.104e+04,1.401e+04,7.841e+04
98.3,3.065e+04,3.457e+04,1.372e+04,7.894e+04
99.8,2.842e+04,3.310e+04,1.113e+04,7.264e+04
101.3,2.691e+04,2.507e+04,7.281e+03,5.927e+04
102.8,2.422e+04,1.782e+04,3.998e+03,4.603e+04
