freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.260e+01,8.491e+01,3.296e+02,4.371e+02
1.5,2.502e+01,6.165e+01,2.093e+02,2.960e+02
3.0,1.592e+01,1.900e+01,3.494e+01,6.986e+01
4.5,1.530e+01,1.731e+01,2.887e+02,3.213e+02
6.0,1.586e+01,1.674e+01,1.139e+03,1.172e+03
7.5,1.697e+01,1.936e+01,1.943e+03,1.979e+03
9.0,1.708e+01,1.851e+01,2.829e+03,2.865e+03
10.5,1.770e+01,1.885e+01,3.978e+03,4.014e+03
12.0,1.787e+01,1.931e+01,5.262e+03,5.300e+03
13.5,1.602e+01,1.976e+01,6.874e+03,6.909e+03
15.1,1.706e+01,1.821e+01,8.975e+03,9.010e+03
16.6,2.151e+01,1.865e+01,1.097e+04,1.101e+04
18.1,2.322e+01,2.514e+01,1.272e+04,1.277e+04
19.6,2.253e+01,3.590e+01,1.459e+04,1.465e+04
21.1,2.623e+01,5.047e+01,1.622e+04,1.630e+04
22.6,3.003e+01,6.795e+01,1.949e+04,1.959e+04
24.1,4.467e+01,9.420e+01,2.431e+04,2.445e+04
25.6,6.346e+01,1.190e+02,3.010e+04,3.028e+04
27.1,8.255e+01,1.607e+02,3.666e+04,3.690e+04
28.6,9.529e+01,3.241e+02,4.447e+04,4.489e+04
30.1,9.709e+01,5.616e+02,5.169e+04,5.235e+04
31.6,1.269e+02,9.836e+02,6.607e+04,6.719e+04
33.1,2.039e+02,1.985e+03,8.858e+04,9.076e+04
34.6,2.557e+02,2.982e+03,1.076e+05,1.108e+05
36.1,2.757e+02,3.430e+03,1.211e+05,1.248e+05
37.6,2.887e+02,3.517e+03,1.338e+05,1.376e+05
39.1,2.875e+02,3.728e+03,1.563e+05,1.603e+05
40.6,2.773e+02,3.928e+03,1.901e+05,1.943e+05
42.1,2.555e+02,4.944e+03,2.609e+05,2.661e+05
43.6,2.741e+02,8.744e+03,3.867e+05,3.957e+05
45.2,7.394e+02,1.321e+04,5.090e+05,5.230e+05
46.7,1.691e+03,1.353e+04,5.582e+05,5.734e+05
48.2,2.218e+03,1.023e+04,4.795e+05,4.919e+05
49.7,2.277e+03,6.644e+03,3.568e+05,3.657e+05
51.2,2.484e+03,4.634e+03,2.818e+05,2.889e+05
52.7,3.049e+03,3.646e+03,2.305e+05,2.372e+05
54.2,4.178e+03,2.264e+03,1.766e+05,1.830e+05
55.7,6.260e+03,1.020e+03,1.312e+05,1.385e+05
57.2,1.159e+04,6.284e+02,1.095e+05,1.217e+05
58.7,1.992e+04,1.518e+03,1.131e+05,1.345e+05
60.2,2.680e+04,5.099e+03,1.442e+05,1.761e+05
61.7,3.480e+04,1.253e+04,2.008e+05,2.481e+05
63.2,4.819e+04,2.196e+04,2.615e+05,3.317e+05
64.7,5.384e+04,3.011e+04,2.968e+05,3.807e+05
66.2,4.614e+04,3.949e+04,3.224e+05,4.080e+05
67.7,3.936e+04,5.023e+04,3.301e+05,4.197e+05
69.2,3.510e+04,6.254e+04,3.231e+05,4.208e+05
70.7,2.756e+04,7.496e+04,3.048e+05,4.073e+05
72.2,1.805e+04,9.110e+04,2.830e+05,3.922e+05
73.7,9.818e+03,1.169e+05,2.733e+05,4.000e+05
75.3,7.802e+03,1.477e+05,2.808e+05,4.363e+05
76.8,8.468e+03,1.882e+05,2.952e+05,4.919e+05
78.3,8.533e+03,2.445e+05,2.956e+05,5.486e+05
79.8,8.437e+03,3.153e+05,2.891e+05,6.128e+05
81.3,8.267e+03,3.908e+05,2.703e+05,6.694e+05
82.8,7.292e+03,4.457e+05,2.409e+05,6.939e+05
84.3,6.084e+03,4.506e+05,2.028e+05,6.594e+05
85.8,5.715e+03,4.644e+05,1.776e+05,6.477e+05
87.3,5.377e+03,4.742e+05,1.564e+05,6.360e+05
88.8,5.058e+03,4.626e+05,1.347e+05,6.024e+05
90.3,5.529e+03,4.495e+05,1.175e+05,5.725e+05
91.8,6.777e+03,4.225e+05,1.022e+05,5.315e+05
93.3,8.841e+03,3.840e+05,9.067e+04,4.836e+05
94.8,1.151e+04,3.446e+05,8.224e+04,4.384e+05
96.3,1.543e+04,3.002e+05,7.634e+04,3.920e+05
97.8,2.096e+04,2.460e+05,7.092e+04,3.379e+05
99.3,2.588e+04,1.917e+05,6.629e+04,2.838e+05
100.8,2.392e+04,1.469e+05,6.529e+04,2.361e+05
102.3,2.529e+04,1.167e+05,6.581e+04,2.078e+05
103.8,3.494e+04,9.304e+04,6.927e+04,1.972e+05
105.4,4.045e+04,7.713e+04,7.377e+04,1.913e+05
106.9,4.590e+04,7.050e+04,7.882e+04,1.952e+05
108.4,5.058e+04,6.923e+04,8.239e+04,2.022e+05
109.9,5.120e+04,6.301e+04,7.849e+04,1.927e+05
111.4,5.284e+04,6.014e+04,7.624e+04,1.892e+05
112.9,5.105e+04,7.009e+04,7.408e+04,1.952e+05
114.4,5.074e+04,7.711e+04,6.887e+04,1.967e+05
115.9,5.241e+04,7.347e+04,6.193e+04,1.878e+05
117.4,5.477e+04,6.994e+04,5.699e+04,1.817e+05
118.9,5.802e+04,6.612e+04,5.327e+04,1.774e+05
120.4,6.386e+04,6.266e+04,5.092e+04,1.774e+05
121.9,6.946e+04,5.748e+04,4.862e+04,1.756e+05
